interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
SPP1_ITGAV_ITGB3	SPP1	Spp1	ITGAV_ITGB3					PMID: 21907263	Secreted Signaling	Spp1  - (Itgav+Itgb3)
SPP1_ITGAV_ITGB1	SPP1	Spp1	ITGAV_ITGB1					PMID: 21907263	Secreted Signaling	Spp1  - (Itgav+Itgb1)
SPP1_ITGAV_ITGB5	SPP1	Spp1	ITGAV_ITGB5					PMID: 21907263	Secreted Signaling	Spp1  - (Itgav+Itgb5)
SPP1_ITGAV_ITGB6	SPP1	Spp1	ITGAV_ITGB6					PMID: 21907263	Secreted Signaling	Spp1  - (Itgav+Itgb6)
SPP1_ITGA4_ITGB1	SPP1	Spp1	ITGA4_ITGB1					PMID: 21907263	Secreted Signaling	Spp1  - (Itga4+Itgb1)
SPP1_ITGA9_ITGB1	SPP1	Spp1	ITGA9_ITGB1					PMID: 21907263	Secreted Signaling	Spp1  - (Itga9+Itgb1)
SPP1_ITGA8_ITGB1	SPP1	Spp1	ITGA8_ITGB1					PMID: 21907263	Secreted Signaling	Spp1  - (Itga8+Itgb1)
SPP1_ITGA5_ITGB1	SPP1	Spp1	ITGA5_ITGB1					PMID: 21907263	Secreted Signaling	Spp1  - (Itga5+Itgb1)
RETN_TLR4	RESISTIN	Retn	Tlr4					PMID: 30809105	Secreted Signaling	Retn  - Tlr4
RETN_CAP1	RESISTIN	Retn	Cap1					PMID: 30809105	Secreted Signaling	Retn  - Cap1
NAMPT_INSR	VISFATIN	Nampt	Insr					PMID: 28490838	Secreted Signaling	Nampt  - Insr
NAMPT_ITGA5_ITGB1	VISFATIN	Nampt	ITGA5_ITGB1					PMID: 28490838	Secreted Signaling	Nampt  - (Itga5+Itgb1)
ANGPTL1_ITGA1_ITGB1	ANGPTL	Angptl1	ITGA1_ITGB1					PMID: 24478758	Secreted Signaling	Angptl1  - (Itga1+Itgb1)
ANGPTL2_ITGA5_ITGB1	ANGPTL	Angptl2	ITGA5_ITGB1					PMID: 24478758	Secreted Signaling	Angptl2  - (Itga5+Itgb1)
ANGPTL2_TLR4	ANGPTL	Angptl2	Tlr4					PMID: 24478758	Secreted Signaling	Angptl2  - Tlr4
ANGPTL2_PIRB	ANGPTL	Angptl2	Pirb					PMID: 24478758	Secreted Signaling	Angptl2  - Pirb
ANGPTL1_PIRB	ANGPTL	Angptl1	Pirb					PMID: 24478758	Secreted Signaling	Angptl1  - Pirb
ANGPTL7_PIRB	ANGPTL	Angptl7	Pirb					PMID: 24478758	Secreted Signaling	Angptl7  - Pirb
ANGPTL4_ITGA5_ITGB1	ANGPTL	Angptl4	ITGA5_ITGB1					PMID: 30049845	Secreted Signaling	Angptl4  - (Itga5+Itgb1)
ANGPTL4_ITGAV_ITGB3	ANGPTL	Angptl4	ITGAV_ITGB3					PMID: 30049845	Secreted Signaling	Angptl4  - (Itgav+Itgb3)
ANGPTL4_CDH5	ANGPTL	Angptl4	Cdh5					PMID: 30049845	Secreted Signaling	Angptl4  - Cdh5
ANGPTL4_CDH11	ANGPTL	Angptl4	Cdh11					PMID: 30049845	Secreted Signaling	Angptl4  - Cdh11
ANGPTL4_SDC1	ANGPTL	Angptl4	Sdc1					PMID: 29017031	Secreted Signaling	Angptl4  - Sdc1
ANGPTL4_SDC2	ANGPTL	Angptl4	Sdc2					PMID: 29017031	Secreted Signaling	Angptl4  - Sdc2
ANGPTL4_SDC3	ANGPTL	Angptl4	Sdc3					PMID: 29017031	Secreted Signaling	Angptl4  - Sdc3
ANGPTL4_SDC4	ANGPTL	Angptl4	Sdc4					PMID: 29017031	Secreted Signaling	Angptl4  - Sdc4
ANGPT1_TEK	ANGPT	Angpt1	Tek				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	Angpt1  - Tek
ANGPT2_TEK	ANGPT	Angpt2	Tek				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	Angpt2  - Tek
ANGPT2_ITGA5_ITGB1	ANGPT	Angpt2	ITGA5_ITGB1				ANGPT inhibition receptor 2	PMID: 20651738; PMID: 25635707	Secreted Signaling	Angpt2  - (Itga5+Itgb1)
MDK_SDC1	MK	Mdk	Sdc1					PMID: 28356350	Secreted Signaling	Mdk  - Sdc1
MDK_SDC2	MK	Mdk	Sdc2					PMID: 28356350	Secreted Signaling	Mdk  - Sdc2
MDK_SDC4	MK	Mdk	Sdc4					PMID: 28356350	Secreted Signaling	Mdk  - Sdc4
MDK_PTPRZ1	MK	Mdk	Ptprz1					PMID: 28356350	Secreted Signaling	Mdk  - Ptprz1
MDK_ITGA4_ITGB1	MK	Mdk	ITGA4_ITGB1					PMID: 28356350	Secreted Signaling	Mdk  - (Itga4+Itgb1)
MDK_ITGA6_ITGB1	MK	Mdk	ITGA6_ITGB1					PMID: 28356350	Secreted Signaling	Mdk  - (Itga6+Itgb1)
MDK_LRP1	MK	Mdk	Lrp1					PMID: 28356350	Secreted Signaling	Mdk  - Lrp1
MDK_NCL	MK	Mdk	Ncl					PMID: 28356350	Secreted Signaling	Mdk  - Ncl
MDK_ALK	MK	Mdk	Alk					PMID: 19459784	Secreted Signaling	Mdk  - Alk
PTN_PTPRZ1	PTN	Ptn	Ptprz1					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Ptprz1
PTN_SDC1	PTN	Ptn	Sdc1					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc1
PTN_SDC2	PTN	Ptn	Sdc2					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc2
PTN_SDC3	PTN	Ptn	Sdc3					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc3
PTN_SDC4	PTN	Ptn	Sdc4					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Sdc4
PTN_ITGAV_ITGB3	PTN	Ptn	ITGAV_ITGB3					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - (Itgav+Itgb3)
PTN_NCL	PTN	Ptn	Ncl					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Ncl
PTN_ALK	PTN	Ptn	Alk					PMID: 28356350; PMID: 25620911	Secreted Signaling	Ptn  - Alk
POSTN_ITGAV_ITGB3	PERIOSTIN	Postn	ITGAV_ITGB3					PMID: 26721738	Secreted Signaling	Postn  - (Itgav+Itgb3)
POSTN_ITGAV_ITGB5	PERIOSTIN	Postn	ITGAV_ITGB5					PMID: 26721738	Secreted Signaling	Postn  - (Itgav+Itgb5)
NMB_NMBR	GPR	Nmb	Nmbr					KEGG: mmu04080	Secreted Signaling	Nmb  - Nmbr
C4A_C3AR1	COMPLEMENT	C4a	C3ar1					PMID: 16234578	Secreted Signaling	C4a  - C3ar1
C4B_CR2	COMPLEMENT	C4b	Cr2					PMID: 16234578	Secreted Signaling	C4b  - Cr2
CCK_CCKBR	CCK	Cck	Cckbr					KEGG: mmu04080	Secreted Signaling	Cck  - Cckbr
EDN1_EDNRA	EDN	Edn1	Ednra					KEGG: mmu04080	Secreted Signaling	Edn1  - Ednra
EDN2_EDNRA	EDN	Edn2	Ednra					KEGG: mmu04080	Secreted Signaling	Edn2  - Ednra
EDN3_EDNRA	EDN	Edn3	Ednra					KEGG: mmu04080	Secreted Signaling	Edn3  - Ednra
EDN1_EDNRB	EDN	Edn1	Ednrb					KEGG: mmu04080	Secreted Signaling	Edn1  - Ednrb
EDN2_EDNRB	EDN	Edn2	Ednrb					KEGG: mmu04080	Secreted Signaling	Edn2  - Ednrb
EDN3_EDNRB	EDN	Edn3	Ednrb					KEGG: mmu04080	Secreted Signaling	Edn3  - Ednrb
POMC_MC1R	MELANOCORTIN	Pomc	Mc1r					KEGG: mmu04080	Secreted Signaling	Pomc  - Mc1r
POMC_MC2R	MELANOCORTIN	Pomc	Mc2r					KEGG: mmu04080	Secreted Signaling	Pomc  - Mc2r
NPY_NPY1R	NPY	Npy	Npy1r					KEGG: mmu04080	Secreted Signaling	Npy  - Npy1r
NPY_NPY5R	NPY	Npy	Npy5r					KEGG: mmu04080	Secreted Signaling	Npy  - Npy5r
NPY_NPY6R	NPY	Npy	Npy6r					KEGG: mmu04080	Secreted Signaling	Npy  - Npy6r
PDYN_OPRK1	OPIOID	Pdyn	Oprk1					KEGG: mmu04080	Secreted Signaling	Pdyn  - Oprk1
PDYN_OPRL1	OPIOID	Pdyn	Oprl1					KEGG: mmu04080	Secreted Signaling	Pdyn  - Oprl1
PDYN_OPRM1	OPIOID	Pdyn	Oprm1					KEGG: mmu04080	Secreted Signaling	Pdyn  - Oprm1
PENK_OPRK1	OPIOID	Penk	Oprk1					KEGG: mmu04080	Secreted Signaling	Penk  - Oprk1
PENK_OPRL1	OPIOID	Penk	Oprl1					KEGG: mmu04080	Secreted Signaling	Penk  - Oprl1
PENK_OPRM1	OPIOID	Penk	Oprm1					KEGG: mmu04080	Secreted Signaling	Penk  - Oprm1
POMC_OPRK1	OPIOID	Pomc	Oprk1					KEGG: mmu04080	Secreted Signaling	Pomc  - Oprk1
POMC_OPRL1	OPIOID	Pomc	Oprl1					KEGG: mmu04080	Secreted Signaling	Pomc  - Oprl1
POMC_OPRM1	OPIOID	Pomc	Oprm1					KEGG: mmu04080	Secreted Signaling	Pomc  - Oprm1
TAC1_TACR1	TAC	Tac1	Tacr1					KEGG: mmu04080	Secreted Signaling	Tac1  - Tacr1
TAC4_TACR1	TAC	Tac4	Tacr1					KEGG: mmu04080	Secreted Signaling	Tac4  - Tacr1
TAC1_TACR2	TAC	Tac1	Tacr2					KEGG: mmu04080	Secreted Signaling	Tac1  - Tacr2
GZMA_F2R	PARs	Gzma	F2r					KEGG: mmu04080	Secreted Signaling	Gzma  - F2r
GZMA_F2RL1	PARs	Gzma	F2rl1					KEGG: mmu04080	Secreted Signaling	Gzma  - F2rl1
GZMA_F2RL3	PARs	Gzma	F2rl3					KEGG: mmu04080	Secreted Signaling	Gzma  - F2rl3
GZMA_PARD3	PARs	Gzma	Pard3					KEGG: mmu04080	Secreted Signaling	Gzma  - Pard3
NPPC_NPR2	NPR2	Nppc	Npr2					KEGG: mmu04080; PMID:29934640	Secreted Signaling	Nppc  - Npr2
KITL_KIT	KIT	Kitl	Kit					KEGG: mmu04080	Secreted Signaling	Kitl  - Kit
BDNF_NTRK2	NT	Bdnf	Ntrk2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Bdnf  - Ntrk2
NGF_NTRK1	NT	Ngf	Ntrk1			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Ngf  - Ntrk1
FLT3L_FLT3	FLT3	Flt3l	Flt3					PMID: 25992210	Secreted Signaling	Flt3l  - Flt3
HGF_MET	HGF	Hgf	Met					PMID: 28475121	Secreted Signaling	Hgf  - Met
NTF3_NTRK1	NT	Ntf3	Ntrk1			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Ntf3  - Ntrk1
NTF3_NTRK2	NT	Ntf3	Ntrk2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Ntf3  - Ntrk2
NTF3_NTRK3	NT	Ntf3	Ntrk3			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Ntf3  - Ntrk3
NTF5_NTRK2	NT	Ntf5	Ntrk2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	Ntf5  - Ntrk2
SEMA3A_NRP1_PLXNA1	SEMA3	Sema3a	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna1)
SEMA3A_NRP1_PLXNA2	SEMA3	Sema3a	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna2)
SEMA3A_NRP1_PLXNA3	SEMA3	Sema3a	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna3)
SEMA3A_NRP1_PLXNA4	SEMA3	Sema3a	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3a  - (Nrp1+Plxna4)
SEMA3B_NRP1_PLXNA1	SEMA3	Sema3b	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp1+Plxna1)
SEMA3B_NRP1_PLXNA2	SEMA3	Sema3b	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp1+Plxna2)
SEMA3B_NRP1_PLXNA3	SEMA3	Sema3b	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp1+Plxna3)
SEMA3B_NRP1_PLXNA4	SEMA3	Sema3b	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp1+Plxna4)
SEMA3C_NRP1_PLXNA1	SEMA3	Sema3c	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Plxna1)
SEMA3C_NRP1_PLXNA2	SEMA3	Sema3c	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Plxna2)
SEMA3C_NRP1_PLXNA3	SEMA3	Sema3c	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Plxna3)
SEMA3C_NRP1_PLXNA4	SEMA3	Sema3c	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Plxna4)
SEMA3D_NRP1_PLXNA1	SEMA3	Sema3d	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp1+Plxna1)
SEMA3D_NRP1_PLXNA2	SEMA3	Sema3d	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp1+Plxna2)
SEMA3D_NRP1_PLXNA3	SEMA3	Sema3d	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp1+Plxna3)
SEMA3D_NRP1_PLXNA4	SEMA3	Sema3d	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp1+Plxna4)
SEMA3B_NRP2_PLXNA1	SEMA3	Sema3b	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp2+Plxna1)
SEMA3B_NRP2_PLXNA2	SEMA3	Sema3b	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp2+Plxna2)
SEMA3B_NRP2_PLXNA3	SEMA3	Sema3b	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp2+Plxna3)
SEMA3B_NRP2_PLXNA4	SEMA3	Sema3b	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3b  - (Nrp2+Plxna4)
SEMA3C_NRP2_PLXNA1	SEMA3	Sema3c	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp2+Plxna1)
SEMA3C_NRP2_PLXNA2	SEMA3	Sema3c	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp2+Plxna2)
SEMA3C_NRP2_PLXNA3	SEMA3	Sema3c	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp2+Plxna3)
SEMA3C_NRP2_PLXNA4	SEMA3	Sema3c	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp2+Plxna4)
SEMA3D_NRP2_PLXNA1	SEMA3	Sema3d	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp2+Plxna1)
SEMA3D_NRP2_PLXNA2	SEMA3	Sema3d	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp2+Plxna2)
SEMA3D_NRP2_PLXNA3	SEMA3	Sema3d	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp2+Plxna3)
SEMA3D_NRP2_PLXNA4	SEMA3	Sema3d	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3d  - (Nrp2+Plxna4)
SEMA3F_NRP2_PLXNA1	SEMA3	Sema3f	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3f  - (Nrp2+Plxna1)
SEMA3F_NRP2_PLXNA2	SEMA3	Sema3f	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3f  - (Nrp2+Plxna2)
SEMA3F_NRP2_PLXNA3	SEMA3	Sema3f	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3f  - (Nrp2+Plxna3)
SEMA3F_NRP2_PLXNA4	SEMA3	Sema3f	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3f  - (Nrp2+Plxna4)
SEMA3G_NRP2_PLXNA1	SEMA3	Sema3g	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	Sema3g  - (Nrp2+Plxna1)
SEMA3G_NRP2_PLXNA2	SEMA3	Sema3g	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	Sema3g  - (Nrp2+Plxna2)
SEMA3G_NRP2_PLXNA3	SEMA3	Sema3g	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	Sema3g  - (Nrp2+Plxna3)
SEMA3G_NRP2_PLXNA4	SEMA3	Sema3g	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	Sema3g  - (Nrp2+Plxna4)
SEMA3C_NRP1_NRP2	SEMA3	Sema3c	NRP1_NRP2					PMID: 27533782	Secreted Signaling	Sema3c  - (Nrp1+Nrp2)
SEMA3C_PLXND1	SEMA3	Sema3c	Plxnd1					PMID: 27533782	Secreted Signaling	Sema3c  - Plxnd1
SEMA3E_PLXND1	SEMA3	Sema3e	Plxnd1					PMID: 22325954	Secreted Signaling	Sema3e  - Plxnd1
ADM_CALCR	CALCR	Adm	Calcr					KEGG: mmu04080	Secreted Signaling	Adm  - Calcr
ADM_CALCRL	CALCR	Adm	Calcrl					KEGG: mmu04080	Secreted Signaling	Adm  - Calcrl
CALCA_CALCR	CALCR	Calca	Calcr					KEGG: mmu04080	Secreted Signaling	Calca  - Calcr
CALCA_CALCRL	CALCR	Calca	Calcrl					KEGG: mmu04080	Secreted Signaling	Calca  - Calcrl
ENHO_GPR19	ENHO	Enho	Gpr19					PMID: 28476646	Secreted Signaling	Enho  - Gpr19
GAS6_AXL	GAS	Gas6	Axl					PMID: 27801848	Secreted Signaling	Gas6  - Axl
GAS6_MERTK	GAS	Gas6	Mertk					PMID: 27801848	Secreted Signaling	Gas6  - Mertk
GAS6_TYRO3	GAS	Gas6	Tyro3					PMID: 27801848	Secreted Signaling	Gas6  - Tyro3
GHRH_VIPR1	GHRH	Ghrh	Vipr1					PMID: 10655511	Secreted Signaling	Ghrh  - Vipr1
GHRH_VIPR2	GHRH	Ghrh	Vipr2					PMID: 10655511	Secreted Signaling	Ghrh  - Vipr2
GRN_SORT1	GRN	Grn	Sort1					PMID: 29555433	Secreted Signaling	Grn  - Sort1
INSL5_RXFP3	RLN	Insl5	Rxfp3					KEGG: mmu04080	Secreted Signaling	Insl5  - Rxfp3
INSL5_RXFP2	RLN	Insl5	Rxfp2					KEGG: mmu04080	Secreted Signaling	Insl5  - Rxfp2
LGALS9_CD45	GALECTIN	Lgals9	Ptprc					PMID: 30120235	Secreted Signaling	Lgals9  - Cd45
LGALS9_IGHM	GALECTIN	Lgals9	Ighm					PMID: 30120235	Secreted Signaling	Lgals9  - Ighm
NPS_NPSR1	NPS	Nps	Npsr1					PMID: 19732772	Secreted Signaling	Nps  - Npsr1
PROS1_AXL	PROS	Pros1	Axl					PMID: 29531161	Secreted Signaling	Pros1  - Axl
PROS1_TYRO3	PROS	Pros1	Tyro3					PMID: 30501104	Secreted Signaling	Pros1  - Tyro3
PSAP_GPR37L1	PSAP	Psap	Gpr37l1					PMID: 23690594	Secreted Signaling	Psap  - Gpr37l1
PSAP_GPR37	PSAP	Psap	Gpr37					PMID: 23690594	Secreted Signaling	Psap  - Gpr37
PTH2_PTH1R	PTH	Pth2	Pth1r					KEGG: mmu04080	Secreted Signaling	Pth2  - Pth1r
PTHLH_PTH1R	PTH	Pthlh	Pth1r					PMID: 29577935	Secreted Signaling	Pthlh  - Pth1r
RARRES2_CMKLR1	CHEMERIN	Rarres2	Cmklr1					PMID: 24671882	Secreted Signaling	Rarres2  - Cmklr1
RLN1_RXFP2	RLN	Rln1	Rxfp2					KEGG: mmu04080	Secreted Signaling	Rln1  - Rxfp2
RLN1_RXFP3	RLN	Rln1	Rxfp3					KEGG: mmu04080	Secreted Signaling	Rln1  - Rxfp3
SLURP1_CHRNB1	SLURP	Slurp1	Chrnb1					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrnb1
SLURP1_CHRNB2	SLURP	Slurp1	Chrnb2					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrnb2
SLURP1_CHRNB3	SLURP	Slurp1	Chrnb3					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrnb3
SLURP1_CHRNB4	SLURP	Slurp1	Chrnb4					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrnb4
SLURP1_CHRNA2	SLURP	Slurp1	Chrna2					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrna2
SLURP1_CHRNA3	SLURP	Slurp1	Chrna3					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrna3
SLURP1_CHRNA4	SLURP	Slurp1	Chrna4					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrna4
SLURP1_CHRNA5	SLURP	Slurp1	Chrna5					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrna5
SLURP1_CHRNA6	SLURP	Slurp1	Chrna6					KEGG: mmu04080	Secreted Signaling	Slurp1  - Chrna6
SLURP1_CHRNA7	SLURP	Slurp1	Chrna7					KEGG: mmu04080; PMID: 29545933;	Secreted Signaling	Slurp1  - Chrna7
SLURP2_CHRNB1	SLURP	Slurp2	Chrnb1					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrnb1
SLURP2_CHRNB2	SLURP	Slurp2	Chrnb2					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrnb2
SLURP2_CHRNB3	SLURP	Slurp2	Chrnb3					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrnb3
SLURP2_CHRNB4	SLURP	Slurp2	Chrnb4					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrnb4
SLURP2_CHRNA2	SLURP	Slurp2	Chrna2					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna2
SLURP2_CHRNA3	SLURP	Slurp2	Chrna3					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna3
SLURP2_CHRNA4	SLURP	Slurp2	Chrna4					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna4
SLURP2_CHRNA5	SLURP	Slurp2	Chrna5					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna5
SLURP2_CHRNA6	SLURP	Slurp2	Chrna6					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna6
SLURP2_CHRNA7	SLURP	Slurp2	Chrna7					KEGG: mmu04080	Secreted Signaling	Slurp2  - Chrna7
BTLA_TNFRSF14	BTLA	Btla	Tnfrsf14					PMID: 21941365	Secreted Signaling	Btla  - Tnfrsf14
LGALS9_HAVCR2	GALECTIN	Lgals9	Havcr2					PMID: 27192565	Secreted Signaling	Lgals9  - Havcr2
LGALS9_CD44	GALECTIN	Lgals9	Cd44					PMID: 25065622	Secreted Signaling	Lgals9  - Cd44
COL1A1_ITGA1_ITGB1	COLLAGEN	Col1a1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga1+Itgb1)
COL1A2_ITGA1_ITGB1	COLLAGEN	Col1a2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga1+Itgb1)
COL2A1_ITGA1_ITGB1	COLLAGEN	Col2a1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga1+Itgb1)
COL4A1_ITGA1_ITGB1	COLLAGEN	Col4a1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga1+Itgb1)
COL4A2_ITGA1_ITGB1	COLLAGEN	Col4a2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga1+Itgb1)
COL4A3_ITGA1_ITGB1	COLLAGEN	Col4a3	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga1+Itgb1)
COL4A4_ITGA1_ITGB1	COLLAGEN	Col4a4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga1+Itgb1)
COL4A5_ITGA1_ITGB1	COLLAGEN	Col4a5	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga1+Itgb1)
COL4A6_ITGA1_ITGB1	COLLAGEN	Col4a6	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga1+Itgb1)
COL6A1_ITGA1_ITGB1	COLLAGEN	Col6a1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga1+Itgb1)
COL6A2_ITGA1_ITGB1	COLLAGEN	Col6a2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga1+Itgb1)
COL9A1_ITGA1_ITGB1	COLLAGEN	Col9a1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga1+Itgb1)
COL9A2_ITGA1_ITGB1	COLLAGEN	Col9a2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga1+Itgb1)
COL9A3_ITGA1_ITGB1	COLLAGEN	Col9a3	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga1+Itgb1)
COL1A1_ITGA2_ITGB1	COLLAGEN	Col1a1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga2+Itgb1)
COL1A2_ITGA2_ITGB1	COLLAGEN	Col1a2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga2+Itgb1)
COL2A1_ITGA2_ITGB1	COLLAGEN	Col2a1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga2+Itgb1)
COL4A1_ITGA2_ITGB1	COLLAGEN	Col4a1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga2+Itgb1)
COL4A2_ITGA2_ITGB1	COLLAGEN	Col4a2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga2+Itgb1)
COL4A3_ITGA2_ITGB1	COLLAGEN	Col4a3	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga2+Itgb1)
COL4A4_ITGA2_ITGB1	COLLAGEN	Col4a4	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga2+Itgb1)
COL4A5_ITGA2_ITGB1	COLLAGEN	Col4a5	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga2+Itgb1)
COL4A6_ITGA2_ITGB1	COLLAGEN	Col4a6	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga2+Itgb1)
COL6A1_ITGA2_ITGB1	COLLAGEN	Col6a1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga2+Itgb1)
COL6A2_ITGA2_ITGB1	COLLAGEN	Col6a2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga2+Itgb1)
COL9A1_ITGA2_ITGB1	COLLAGEN	Col9a1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga2+Itgb1)
